method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_selected_clients,num_fit_clients,fit_failures,dropped_clients,mu,dirichlet_alpha,local_epochs,batch_size,learning_rate,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
ExternalFedProx-Direct,CIFAR10,ResNet10,16,0.713698408138752,0.8554800000000001,2.0724050998687744,0.2700999975204468,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,5992.43408203125,51.740498065948486,985.3333761692047
ExternalFedProx-Direct,CIFAR10,ResNet10,17,0.6776364326763153,0.86672,1.9121134281158447,0.3788999915122986,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,6366.961212158203,51.768922567367554,1037.1022987365723
ExternalFedProx-Direct,CIFAR10,ResNet10,18,0.6725488169765472,0.8671599999999998,1.8913230895996094,0.38190001249313354,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,6741.488342285156,51.222235918045044,1088.3245346546173
ExternalFedProx-Direct,CIFAR10,ResNet10,19,0.677870521426201,0.8664,2.0514116287231445,0.29429998993873596,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7116.015472412109,49.86513042449951,1138.1896650791168
ExternalFedProx-Direct,CIFAR10,ResNet10,20,0.6231721579122543,0.8849600000000001,1.8846511840820312,0.382999986410141,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7490.5426025390625,51.690370321273804,1189.8800354003906
ExternalFedProx-Direct,CIFAR10,ResNet10,21,0.6387997342538835,0.8820400000000002,1.9120224714279175,0.3686999976634979,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7865.069732666016,52.44452118873596,1242.3245565891266
ExternalFedProx-Direct,CIFAR10,ResNet10,22,0.5848476730370521,0.9052,1.9376869201660156,0.37310001254081726,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8239.596862792969,51.84604001045227,1294.1705965995789
ExternalFedProx-Direct,CIFAR10,ResNet10,23,0.6402541511392593,0.8809600000000001,1.85664963722229,0.39910000562667847,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8614.123992919922,51.320340394973755,1345.4909369945526
ExternalFedProx-Direct,CIFAR10,ResNet10,24,0.638003919916153,0.8847200000000001,1.8798885345458984,0.391400009393692,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8988.651123046875,50.82260203361511,1396.3135390281677
ExternalFedProx-Direct,CIFAR10,ResNet10,25,0.6052704598689079,0.89356,1.9030364751815796,0.3571999967098236,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,9363.178253173828,51.208903789520264,1447.522442817688
ExternalFedProx-Direct,CIFAR10,ResNet10,26,0.6405981017255784,0.8842,1.7600868940353394,0.4438999891281128,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,9737.705383300781,52.380056619644165,1499.9024994373322
ExternalFedProx-Direct,CIFAR10,ResNet10,27,0.5599189551639557,0.9060799999999999,1.8356410264968872,0.41659998893737793,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10112.232513427734,51.316704750061035,1551.2192041873932
ExternalFedProx-Direct,CIFAR10,ResNet10,28,0.6234336425471306,0.8877199999999998,1.8428082466125488,0.39730000495910645,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10486.759643554688,50.82014036178589,1602.039344549179
ExternalFedProx-Direct,CIFAR10,ResNet10,29,0.610012384853363,0.8946800000000001,1.8121845722198486,0.4207000136375427,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10861.28677368164,52.00724244117737,1654.0465869903564
ExternalFedProx-Direct,CIFAR10,ResNet10,30,0.6457187560892105,0.88156,1.9469544887542725,0.3440000116825104,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11235.813903808594,51.73172569274902,1705.7783126831055
ExternalFedProx-Direct,CIFAR10,ResNet10,31,0.6542064973640441,0.8772800000000001,1.8496224880218506,0.38280001282691956,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11610.341033935547,51.727532148361206,1757.5058448314667
ExternalFedProx-Direct,CIFAR10,ResNet10,32,0.6265968072843552,0.8884,1.804911732673645,0.4278999865055084,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11984.8681640625,51.31792092323303,1808.8237657546997
ExternalFedProx-Direct,CIFAR10,ResNet10,33,0.5296214471459387,0.9194000000000002,1.9383190870285034,0.38920000195503235,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,12359.395294189453,52.137994050979614,1860.9617598056793
ExternalFedProx-Direct,CIFAR10,ResNet10,34,0.5690665460681915,0.90736,1.8264105319976807,0.42969998717308044,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,12733.922424316406,50.73012661933899,1911.6918864250183
ExternalFedProx-Direct,CIFAR10,ResNet10,35,0.5217159835100174,0.9198,1.7687195539474487,0.4424999952316284,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13108.44955444336,50.887932777404785,1962.579819202423
ExternalFedProx-Direct,CIFAR10,ResNet10,36,0.5630454759955407,0.90636,1.7927861213684082,0.4291999936103821,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13482.976684570312,50.84357047080994,2013.423389673233
ExternalFedProx-Direct,CIFAR10,ResNet10,37,0.5660878112792967,0.91056,1.7503613233566284,0.44339999556541443,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13857.503814697266,50.855027198791504,2064.2784168720245
ExternalFedProx-Direct,CIFAR10,ResNet10,38,0.5333372061610223,0.9197999999999998,1.7494724988937378,0.4490000009536743,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14232.030944824219,50.930853843688965,2115.2092707157135
ExternalFedProx-Direct,CIFAR10,ResNet10,39,0.5701973673224449,0.9092,1.8542269468307495,0.39989998936653137,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14606.558074951172,51.246811389923096,2166.4560821056366
ExternalFedProx-Direct,CIFAR10,ResNet10,40,0.5116338297128676,0.9284,1.8325015306472778,0.41100001335144043,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14981.085205078125,51.62898778915405,2218.0850698947906
ExternalFedProx-Direct,CIFAR10,ResNet10,41,0.5180637912559508,0.9234,1.7324647903442383,0.44940000772476196,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,15355.612335205078,52.0457239151001,2270.1307938098907
ExternalFedProx-Direct,CIFAR10,ResNet10,42,0.5523882934570312,0.9105200000000001,1.8225599527359009,0.4016999900341034,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,15730.139465332031,50.62624192237854,2320.7570357322693
ExternalFedProx-Direct,CIFAR10,ResNet10,43,0.5555479009008407,0.9103199999999999,1.9029672145843506,0.3564000129699707,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16104.666595458984,51.17674398422241,2371.9337797164917
ExternalFedProx-Direct,CIFAR10,ResNet10,44,0.5447253999900816,0.91564,1.709473967552185,0.45899999141693115,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16479.193725585938,52.425891160964966,2424.3596708774567
ExternalFedProx-Direct,CIFAR10,ResNet10,45,0.5206266860818863,0.92404,1.7747833728790283,0.44690001010894775,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16853.72085571289,50.94062376022339,2475.30029463768
ExternalFedProx-Direct,CIFAR10,ResNet10,46,0.4892398322224617,0.9329200000000001,1.8666027784347534,0.42489999532699585,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17228.247985839844,52.580629110336304,2527.8809237480164
ExternalFedProx-Direct,CIFAR10,ResNet10,47,0.555475686454773,0.911,1.7236368656158447,0.46219998598098755,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17602.775115966797,51.6354193687439,2579.5163431167603
ExternalFedProx-Direct,CIFAR10,ResNet10,48,0.4545695822858811,0.94124,1.8457257747650146,0.44029998779296875,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17977.30224609375,51.21050572395325,2630.7268488407135
ExternalFedProx-Direct,CIFAR10,ResNet10,49,0.4577089717745781,0.9438800000000002,1.767647624015808,0.4706999957561493,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,18351.829376220703,52.68424081802368,2683.411089658737
ExternalFedProx-Direct,CIFAR10,ResNet10,50,0.46543384397983545,0.9422800000000001,1.731156587600708,0.4749000072479248,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,18726.356506347656,51.671685457229614,2735.082775115967
