method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_selected_clients,num_fit_clients,fit_failures,dropped_clients,mu,dirichlet_alpha,local_epochs,batch_size,learning_rate,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
ExternalFedProx-Direct,CIFAR10,ResNet10,33,0.6365017176961899,0.8876199999999999,1.7364277839660645,0.461899995803833,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,24718.790588378906,102.13273215293884,3357.1114966869354
ExternalFedProx-Direct,CIFAR10,ResNet10,34,0.5649987942457199,0.91156,1.708769679069519,0.4643999934196472,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,25467.844848632812,101.44569897651672,3458.557195663452
ExternalFedProx-Direct,CIFAR10,ResNet10,35,0.591411173015833,0.90236,1.7691148519515991,0.4388999938964844,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,26216.89910888672,101.6316306591034,3560.1888263225555
ExternalFedProx-Direct,CIFAR10,ResNet10,36,0.5280567040717601,0.9214,1.6805615425109863,0.4731999933719635,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,26965.953369140625,100.52592325210571,3660.7147495746613
ExternalFedProx-Direct,CIFAR10,ResNet10,37,0.5274379743719102,0.9233999999999998,1.6747747659683228,0.49000000953674316,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,27715.00762939453,101.40757751464844,3762.1223270893097
ExternalFedProx-Direct,CIFAR10,ResNet10,38,0.561903530446291,0.9119199999999998,1.6962679624557495,0.4643000066280365,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,28464.061889648438,100.3158814907074,3862.438208580017
ExternalFedProx-Direct,CIFAR10,ResNet10,39,0.5213283207631112,0.9266599999999998,1.67714262008667,0.476500004529953,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,29213.116149902344,102.58039498329163,3965.0186035633087
ExternalFedProx-Direct,CIFAR10,ResNet10,40,0.5047009214651583,0.9295200000000002,1.749297857284546,0.4471000134944916,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,29962.17041015625,99.86354899406433,4064.882152557373
ExternalFedProx-Direct,CIFAR10,ResNet10,41,0.5645060546660423,0.9111399999999997,1.6395236253738403,0.5001999735832214,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,30711.224670410156,100.81485223770142,4165.6970047950745
ExternalFedProx-Direct,CIFAR10,ResNet10,42,0.5108664852070808,0.9278,1.730513095855713,0.44850000739097595,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,31460.278930664062,99.81057047843933,4265.507575273514
ExternalFedProx-Direct,CIFAR10,ResNet10,43,0.5262599062049389,0.92264,1.722497820854187,0.45739999413490295,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,32209.33319091797,102.82578730583191,4368.333362579346
ExternalFedProx-Direct,CIFAR10,ResNet10,44,0.5239340692698956,0.9261599999999999,1.6790180206298828,0.4706999957561493,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,32958.387451171875,102.73239088058472,4471.06575345993
ExternalFedProx-Direct,CIFAR10,ResNet10,45,0.4986335401761532,0.9336,1.6137778759002686,0.5139999985694885,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,33707.44171142578,102.26394414901733,4573.329697608948
ExternalFedProx-Direct,CIFAR10,ResNet10,46,0.5133673412227631,0.9268599999999999,1.6659382581710815,0.4765999913215637,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,34456.49597167969,100.44994115829468,4673.779638767242
ExternalFedProx-Direct,CIFAR10,ResNet10,47,0.5216951485335827,0.92516,1.676291823387146,0.48030000925064087,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,35205.550231933594,99.49958324432373,4773.279222011566
ExternalFedProx-Direct,CIFAR10,ResNet10,48,0.49044821203708655,0.9328200000000001,1.6656148433685303,0.47350001335144043,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,35954.6044921875,101.88429856300354,4875.16352057457
