method,dataset,model,round,train_loss,test_loss,test_accuracy,num_fit_clients,fit_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,19,2.4557192087173463,2.6240861446302093,0.15476810838978633,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,14358.958053588867,6.485435646958649,124.87014981382526
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,20,2.5004313468933104,2.6203320398189054,0.14343408025013027,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,15114.692687988281,6.560293090995401,131.43044290482067
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,21,2.4647926092147827,2.603134611238099,0.20928869202709743,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,15870.427322387695,6.514009329956025,137.9444522347767
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,22,2.4504565000534058,2.6121634908055436,0.1613470557582074,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,16626.16195678711,6.638423962984234,144.58287619776092
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,23,2.4814284563064577,2.607363430890893,0.15333507034914018,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,17381.896591186523,6.474638833897188,151.0575150316581
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,24,2.444313168525696,2.5964412961918093,0.1598488796248046,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,18137.631225585938,6.814784704009071,157.87229973566718
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,25,2.411362385749817,2.6072734576951344,0.24713392391870764,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,18893.36585998535,6.464035919867456,164.33633565553464
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,26,2.4602145910263062,2.586973238699507,0.12024491922876498,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,19649.100494384766,6.5142179899849,170.85055364551954
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,27,2.4257071733474733,2.5931671386028468,0.17313705054716,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,20404.83512878418,6.520633134990931,177.37118678051047
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,28,2.4687247037887574,2.5897464234733283,0.16141219385096406,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,21160.569763183594,6.44407366309315,183.81526044360362
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,29,2.4358224153518675,2.578342657775044,0.1598488796248046,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,21916.304397583008,6.584295655833557,190.39955609943718
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,30,2.419832706451416,2.5840749309794737,0.21743095362167797,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,22672.039031982422,6.608931571012363,197.00848767044954
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,31,2.452048492431641,2.5803753387934223,0.23579989577905158,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,23427.773666381836,6.399044691119343,203.40753236156888
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,32,2.4139676809310915,2.5697032011940557,0.16642782699322564,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,24183.50830078125,6.561539099784568,209.96907146135345
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,33,2.381820559501648,2.5805414437377996,0.29820218863991665,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,24939.242935180664,6.539909514132887,216.50898097548634
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,34,2.430284285545349,2.5618656258709795,0.14004689942678478,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,25694.977569580078,6.48140035988763,222.99038133537397
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,35,2.3947632551193236,2.565250791504459,0.23078426263679,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,26450.712203979492,6.540579292923212,229.53096062829718
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,36,2.4346907138824463,2.5633526358708796,0.18284262636789994,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,27206.446838378906,6.601149225840345,236.13210985413752
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,37,2.4054790496826173,2.5516148041535818,0.24224856696195934,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,27962.18147277832,6.498259108979255,242.63036896311678
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,38,2.38523690700531,2.5574699334951663,0.2751433038040646,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,28717.916107177734,6.618049944983795,249.24841890810058
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,39,2.4167550802230835,2.5542055335810185,0.34620896300156334,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,29473.65074157715,6.446525132050738,255.6949440401513
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,40,2.381739115715027,2.5412486490326165,0.27351485148514854,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,30229.385375976562,6.596798409009352,262.29174244916067
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,41,2.341011118888855,2.552761908245931,0.34431995831162066,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,30985.120010375977,6.504882285138592,268.79662473429926
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,42,2.3980637788772583,2.5348832043836116,0.2108520062532569,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,31740.85464477539,6.4934649229981005,275.29008965729736
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,43,2.357940196990967,2.53811704491252,0.35597967691505994,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,32496.589279174805,6.557312982156873,281.84740263945423
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,44,2.3935797691345213,2.533480798750883,0.3014590932777488,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,33252.32391357422,6.449979270109907,288.29738190956414
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,45,2.369133973121643,2.521512746562431,0.28843147472642,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,34008.05854797363,6.503840365912765,294.8012222754769
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,46,2.3435887336730956,2.526467588961652,0.33272537780093797,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,34763.79318237305,6.633217455819249,301.43443973129615
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,47,2.375420904159546,2.522914528256596,0.42027097446586764,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,35519.52781677246,6.397479752078652,307.8319194833748
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,48,2.3423449277877806,2.5089812295830702,0.30640958832725373,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,36275.262451171875,6.545007610926405,314.3769270943012
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,49,2.293921875953674,2.51846356519875,0.43655549765502866,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,37030.99708557129,6.4985264998395,320.8754535941407
FedMeta-Direct,LEAF-FEMNIST-NIID,FemnistNetwork,50,2.3582260370254517,2.4996598217560635,0.3360474205315268,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,37786.7317199707,6.589414103887975,327.4648676980287
