method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_selected_clients,num_fit_clients,fit_failures,dropped_clients,mu,dirichlet_alpha,local_epochs,batch_size,learning_rate,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
ExternalFedProx-Direct,CIFAR10,ResNet10,17,0.6712618267965317,0.8676800000000001,1.9281730651855469,0.36419999599456787,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,6366.961212158203,51.799776792526245,919.1243436336517
ExternalFedProx-Direct,CIFAR10,ResNet10,18,0.6695908171176911,0.8685200000000001,1.8707586526870728,0.39980000257492065,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,6741.488342285156,53.105457067489624,972.2298007011414
ExternalFedProx-Direct,CIFAR10,ResNet10,19,0.6782402460813522,0.8660800000000001,2.058225631713867,0.3190999925136566,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7116.015472412109,51.88439893722534,1024.1141996383667
ExternalFedProx-Direct,CIFAR10,ResNet10,20,0.6185298841023444,0.88636,1.8772732019424438,0.3986999988555908,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7490.5426025390625,53.300779581069946,1077.4149792194366
ExternalFedProx-Direct,CIFAR10,ResNet10,21,0.6361255622100831,0.8836,1.9422491788864136,0.35190001130104065,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,7865.069732666016,53.5939667224884,1131.008945941925
ExternalFedProx-Direct,CIFAR10,ResNet10,22,0.5860347670888901,0.9039600000000002,1.8924174308776855,0.3917999863624573,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8239.596862792969,53.587769508361816,1184.5967154502869
ExternalFedProx-Direct,CIFAR10,ResNet10,23,0.6352266391849518,0.8824,1.8179632425308228,0.4228000044822693,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8614.123992919922,53.881118297576904,1238.4778337478638
ExternalFedProx-Direct,CIFAR10,ResNet10,24,0.6388915186929702,0.88216,1.8407220840454102,0.4131999909877777,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,8988.651123046875,54.86966133117676,1293.3474950790405
ExternalFedProx-Direct,CIFAR10,ResNet10,25,0.6019385084342959,0.89428,1.9165005683898926,0.3668999969959259,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,9363.178253173828,55.03264045715332,1348.3801355361938
ExternalFedProx-Direct,CIFAR10,ResNet10,26,0.6351700484275817,0.88676,1.7973734140396118,0.43149998784065247,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,9737.705383300781,66.0901927947998,1414.4703283309937
ExternalFedProx-Direct,CIFAR10,ResNet10,27,0.558743448843956,0.90696,1.8015474081039429,0.4361000061035156,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10112.232513427734,51.88975811004639,1466.36008644104
ExternalFedProx-Direct,CIFAR10,ResNet10,28,0.6169361143398285,0.8900399999999999,1.8542706966400146,0.3785000145435333,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10486.759643554688,52.87524342536926,1519.2353298664093
ExternalFedProx-Direct,CIFAR10,ResNet10,29,0.6074046052241325,0.8948,1.8186873197555542,0.41850000619888306,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,10861.28677368164,54.37828183174133,1573.6136116981506
ExternalFedProx-Direct,CIFAR10,ResNet10,30,0.6449533601164817,0.8839199999999999,1.927426815032959,0.3488999903202057,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11235.813903808594,53.449116230010986,1627.0627279281616
ExternalFedProx-Direct,CIFAR10,ResNet10,31,0.652511294183731,0.87616,1.871565818786621,0.36980000138282776,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11610.341033935547,51.843590259552,1678.9063181877136
ExternalFedProx-Direct,CIFAR10,ResNet10,32,0.622174871687889,0.8909599999999999,1.775030493736267,0.4336000084877014,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,11984.8681640625,54.396986961364746,1733.3033051490784
ExternalFedProx-Direct,CIFAR10,ResNet10,33,0.5271620071959495,0.9203199999999999,1.9516139030456543,0.3869999945163727,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,12359.395294189453,55.73137331008911,1789.0346784591675
ExternalFedProx-Direct,CIFAR10,ResNet10,34,0.5667507771492004,0.90764,1.798379898071289,0.4357999861240387,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,12733.922424316406,55.41879463195801,1844.4534730911255
ExternalFedProx-Direct,CIFAR10,ResNet10,35,0.5217204014921188,0.92056,1.770698070526123,0.4424999952316284,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13108.44955444336,53.55539321899414,1898.0088663101196
ExternalFedProx-Direct,CIFAR10,ResNet10,36,0.5643067093205452,0.9042399999999999,1.8131996393203735,0.42179998755455017,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13482.976684570312,55.334179639816284,1953.343045949936
ExternalFedProx-Direct,CIFAR10,ResNet10,37,0.5636392690944672,0.91132,1.7662906646728516,0.44519999623298645,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,13857.503814697266,53.364561557769775,2006.7076075077057
ExternalFedProx-Direct,CIFAR10,ResNet10,38,0.527270584242344,0.9212799999999999,1.7470308542251587,0.4474000036716461,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14232.030944824219,52.212135791778564,2058.9197432994843
ExternalFedProx-Direct,CIFAR10,ResNet10,39,0.5618574452447891,0.9122,1.8741546869277954,0.3986000120639801,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14606.558074951174,63.465882539749146,2122.3856258392334
ExternalFedProx-Direct,CIFAR10,ResNet10,40,0.5074115228128433,0.9272,1.867419719696045,0.39559999108314514,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,14981.085205078127,55.587117433547974,2177.9727432727814
ExternalFedProx-Direct,CIFAR10,ResNet10,41,0.518569864821434,0.9217199999999999,1.737646460533142,0.45260000228881836,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,15355.61233520508,55.11188316345215,2233.0846264362335
ExternalFedProx-Direct,CIFAR10,ResNet10,42,0.5515800508761406,0.91004,1.8059192895889282,0.42010000348091125,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,15730.139465332033,51.25524616241455,2284.339872598648
ExternalFedProx-Direct,CIFAR10,ResNet10,43,0.550752802333832,0.9109600000000002,1.9059134721755981,0.3619000017642975,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16104.666595458986,55.37649941444397,2339.716372013092
ExternalFedProx-Direct,CIFAR10,ResNet10,44,0.5369901090860367,0.9176799999999999,1.6722888946533203,0.47130000591278076,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16479.193725585938,50.29699087142944,2390.0133628845215
ExternalFedProx-Direct,CIFAR10,ResNet10,45,0.5215237863397598,0.9228,1.8132002353668213,0.42750000953674316,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,16853.72085571289,52.340911626815796,2442.3542745113373
ExternalFedProx-Direct,CIFAR10,ResNet10,46,0.4849271942901612,0.93296,1.8694308996200562,0.43130001425743103,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17228.247985839844,55.645583629608154,2497.9998581409454
ExternalFedProx-Direct,CIFAR10,ResNet10,47,0.5524065785050393,0.9122399999999999,1.717767596244812,0.46239998936653137,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17602.775115966797,54.018407583236694,2552.018265724182
ExternalFedProx-Direct,CIFAR10,ResNet10,48,0.449923521680832,0.94384,1.8177474737167358,0.4336000084877014,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,17977.30224609375,52.26646399497986,2604.284729719162
ExternalFedProx-Direct,CIFAR10,ResNet10,49,0.4556112308549881,0.9422800000000001,1.762784719467163,0.4668999910354614,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,18351.829376220703,53.782063007354736,2658.0667927265167
ExternalFedProx-Direct,CIFAR10,ResNet10,50,0.4600618553566933,0.9408,1.7342525720596313,0.47029998898506165,10,10,0,0,0.1,0.1,5,64,0.01,187.26356506347656,187.26356506347656,374.5271301269531,374.5271301269531,18726.356506347656,52.553704261779785,2710.6204969882965
