round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
72,1.8946146095291807,0.4535392483966995,nan,nan,nan,10,50053,3540.2069353038487,1479.2173218207158,156.8,False
73,1.8791184410887751,0.4522631709126886,nan,nan,nan,10,64688,2990.8033287638614,1935.5855777504512,202.5,False
74,1.865462016981623,0.4552613522954092,nan,nan,nan,10,64128,3589.9627015795327,1918.3741360737404,200.7,False
75,1.8528369203942778,0.4608259128667902,nan,nan,nan,10,66932,5275.423278020056,2006.933712202507,209.6,False
76,1.8670761641747744,0.457565810440436,nan,nan,nan,10,62756,2959.2369917399938,1876.9286613016507,196.6,False
77,1.8552076121206131,0.45885278459253326,nan,nan,nan,10,59919,3712.9221297477743,1789.71281513657,187.8,False
78,1.845464295430456,0.46362911058692935,nan,nan,nan,10,57656,2834.179500392695,1717.2922481195885,180.7,False
79,1.8496497263618301,0.4615190784737221,nan,nan,nan,10,55560,3377.118620031274,1653.6237905302592,174.3,False
80,1.837990721137706,0.4635548469201176,1.9382490885591785,0.43170238273640044,6.946577474415875,10,68363,3895.458657709553,2050.58999627178,214.0,False
81,1.8245020343189273,0.4664366609165229,nan,nan,nan,10,66665,2476.2282848366385,1997.0173525326977,208.7,False
82,1.7603897892838423,0.48484069886947584,nan,nan,nan,10,19460,633.1374419073993,524.4405419403798,61.3,False
83,1.8044937969229746,0.47564723567730083,nan,nan,nan,10,59870,2825.2319729553883,1788.3200996745704,187.8,False
84,1.8132271833439302,0.4698241308793456,nan,nan,nan,10,61125,3477.4684210671517,1825.3473355068909,191.4,False
85,1.7526960244721708,0.48509230605058157,nan,nan,nan,10,46855,4992.615300829517,1380.322373745093,146.9,False
86,1.8428513099119526,0.46668629664163847,nan,nan,nan,10,61131,4083.921346632174,1826.933885467481,191.5,False
87,1.8426695439631575,0.4659587053885806,nan,nan,nan,10,35501,2006.5769237503494,1025.4428294122347,111.4,False
88,1.798121651921929,0.4772619562753704,nan,nan,nan,10,48531,3082.3403314190355,1430.8170644774082,152.0,False
89,1.8368890758992238,0.4626244752743633,nan,nan,nan,10,53123,3065.914051166452,1576.2585601681953,166.6,False
90,1.8096110071902114,0.4690907351909711,2.2949965349937975,0.3546942904240971,9.924401624112589,10,62732,3959.6130378177077,1876.0996884622502,196.5,False
91,1.8191414744401744,0.47253868389729636,nan,nan,nan,10,47048,2294.254269468455,1385.2647378606598,147.5,False
92,1.8042065020407376,0.47277319340721546,nan,nan,nan,10,45929,2843.140762928119,1350.801040424136,143.9,False
93,1.7998751653796807,0.4757416799077117,nan,nan,nan,10,45943,2976.53859473945,1350.3677351380643,144.0,False
94,1.8210608870688638,0.4703954414977936,nan,nan,nan,10,46682,2290.2222525580787,1372.3716559314082,146.2,False
95,1.7843613973678163,0.48125040339063274,nan,nan,nan,10,46481,2686.4286374174994,1368.461668700602,145.8,False
96,1.7552339875784941,0.48321813313406814,nan,nan,nan,10,32118,1533.3826718109915,918.8334744933827,100.8,False
97,1.7507779170968616,0.48631230751682447,nan,nan,nan,10,70136,3386.5520760687823,2108.0306668843277,219.8,False
98,1.7550065413631821,0.4840669509938038,nan,nan,nan,10,74562,3466.9568404277147,2245.652645601168,233.5,False
99,1.7360495159804779,0.4874586706190856,nan,nan,nan,10,52626,2679.21458401962,1559.0894218743713,164.9,False
100,1.7316230619045163,0.4906033739414977,1.720132504377018,0.4928817623257905,5.585268487768245,10,90458,4158.593387891252,2743.4312361755137,283.3,False
101,1.7354411083108,0.4910889777169232,nan,nan,nan,10,45281,2634.709004907237,1330.2065799133843,142.0,False
102,1.6876147281279308,0.5026487252124646,nan,nan,nan,10,70600,3684.2805153074623,2120.1285690815625,221.0,False
103,1.7285838184632007,0.49180121089808276,nan,nan,nan,10,63424,2816.483555283509,1895.6489441415204,198.5,False
104,1.6789547468265715,0.5068921641395399,nan,nan,nan,10,37724,1715.0086580275001,1094.3863849681577,118.4,False
105,1.703189486394575,0.4987014453477868,nan,nan,nan,10,35424,1696.600941383246,1023.5136694873751,111.3,False
106,1.6929158522434273,0.5042533548748722,nan,nan,nan,10,60658,2761.8080046187933,1809.704932629579,189.9,False
107,1.690625183523584,0.5026247953788548,nan,nan,nan,10,53147,1925.4097705365293,1575.0588445107048,166.5,False
108,1.6879340344801388,0.502979542894517,nan,nan,nan,10,55042,2077.344659981527,1635.0653153622939,172.5,False
109,1.6651904444162586,0.5063485616402069,nan,nan,nan,10,56627,2256.817998476445,1685.049586079264,177.5,False
110,1.6901753648908204,0.5019268767779818,1.695326228004586,0.5026974374344373,5.448423103518096,10,71359,3959.9017819373594,2145.482577227715,223.5,False
111,1.6714255201709534,0.5064656947533153,nan,nan,nan,10,36423,1337.0490752653127,1051.4140382008493,114.1,False
112,1.666281185644458,0.5089847504034525,nan,nan,nan,10,55149,3018.5427201528832,1638.8191009646046,172.8,False
113,1.6997858042353067,0.500721695117492,nan,nan,nan,10,51961,2770.3135473437787,1538.4187015346774,162.8,False
114,1.6580963874711816,0.5103206246365978,nan,nan,nan,10,48156,2007.4285136173926,1419.932139815154,150.9,False
115,1.660959084231212,0.5077325668690075,nan,nan,nan,10,46621,2146.105725528355,1373.1989463833158,146.3,False
116,1.6921521283273981,0.49851152192289316,nan,nan,nan,10,54418,2416.7808783913083,1615.1029371274694,170.5,False
117,1.6793755156332661,0.5020885868832894,nan,nan,nan,10,51949,2578.0175572856424,1538.6642458103242,162.8,False
118,1.6582822716935104,0.5083028208962921,nan,nan,nan,10,38782,1987.8023974573111,1127.047605667579,121.6,False
119,1.6706324331098015,0.5039204591383073,nan,nan,nan,10,49484,2761.491743164239,1462.641865957415,155.2,False
120,1.6841309739148735,0.5038008788530006,1.6701196750993583,0.5011613966731605,5.312803569432398,10,62354,3260.2976796379753,1863.5949004181753,195.3,False
121,1.6621618229888295,0.5085125942268799,nan,nan,nan,10,54390,2517.735295573529,1616.1008056467697,170.6,False
122,1.6248359841120066,0.5178274809750067,nan,nan,nan,10,51774,2360.3844668020247,1531.8680232395413,162.1,False
123,1.673180636202574,0.5051979615836927,nan,nan,nan,10,63775,3861.0880902940658,1908.7110674631163,199.8,False
124,1.6400118825789145,0.5151041820164451,nan,nan,nan,10,33931,1646.4641698636362,975.6305679715772,106.5,False
125,1.6382646750558667,0.5119402985074627,nan,nan,nan,10,53600,2883.2037163159457,1589.5434841223944,167.9,False
126,1.6444871133319652,0.5133334463525862,nan,nan,nan,10,58987,3614.935237279277,1756.9778665423546,184.6,False
127,1.6539801599148574,0.5066994941881888,nan,nan,nan,10,59706,3518.877581107072,1779.7425194372888,186.9,False
128,1.6446650098005335,0.5115285472179102,nan,nan,nan,10,70217,3388.1986471895916,2108.656105888587,219.8,False
129,1.6549364151875663,0.5115638380009827,nan,nan,nan,10,56988,2889.3368932068947,1697.8347904667164,178.7,False
130,1.6272254493853582,0.5207802763478732,1.636703103124229,0.5156975872920725,5.138201436343501,10,36910,1471.9502309282495,1069.7915214410477,115.9,False
131,1.6019372079148293,0.5253911543673772,nan,nan,nan,10,40585,1981.0774434144075,1184.7976609103384,127.4,False
132,1.6014274691451436,0.520839727456878,nan,nan,nan,10,48873,2238.615477724737,1441.0932446369084,153.1,False
133,1.6326894863536354,0.51422124176953,nan,nan,nan,10,59383,3733.6549890903793,1770.6397545853288,185.9,False
134,1.6342902837092133,0.5147794373046196,nan,nan,nan,10,57580,2984.608724690659,1714.880952255668,180.4,False
135,1.615357660574094,0.5186828840674994,nan,nan,nan,10,54756,2513.0564208179594,1626.6833589722987,171.6,False
136,1.6414894616504534,0.5136585756629015,nan,nan,nan,10,49932,3670.4193492902536,1475.2956241662637,156.4,False
137,1.5998080093079516,0.5249199557986003,nan,nan,nan,10,35293,1794.8924287814727,1019.0219034374253,110.8,False
138,1.6217183336095078,0.5172061664144489,nan,nan,nan,10,81279,3697.861087940205,2455.104842403921,254.5,False
139,1.6125278102333855,0.5196870404995734,nan,nan,nan,10,55087,2891.672046064846,1637.2344621530735,172.6,False
140,1.6078282434724633,0.5239655968852422,1.657149455098221,0.5136745092162446,5.244340289988302,10,45461,2881.924698605672,1337.35168877991,142.6,False
141,1.6391059184200731,0.5197363016511952,nan,nan,nan,10,48692,2531.1430287391395,1437.3275230838194,152.6,False
142,1.5786589718202684,0.5279226270171236,nan,nan,nan,10,56764,3568.4353934751625,1688.1563405048541,177.8,False
143,1.6367079890275928,0.51406784779545,nan,nan,nan,10,39736,3867.953476397896,1157.588383206065,124.6,False
144,1.6343493869215509,0.5164402786827728,nan,nan,nan,10,79804,4579.575884472009,2407.076484482898,249.7,False
145,1.6321839876215374,0.515422105298661,nan,nan,nan,10,118596,5668.454409431272,3621.208162456319,371.1,False
146,1.6092658067854484,0.5218705906067325,nan,nan,nan,10,54571,3361.2214572174694,1619.3765247327606,170.9,False
147,1.611548529064487,0.5199045862732521,nan,nan,nan,10,49888,2384.668922503798,1474.27235432162,156.3,False
148,1.5870470275885895,0.5251966384544068,nan,nan,nan,10,66874,3548.885193751151,2004.835422143693,209.4,False
149,1.5933306651330497,0.5238755197177775,nan,nan,nan,10,31748,1811.7226488630042,907.9015806209848,99.7,False
150,1.5771515850042508,0.529226809400547,1.7889272036017212,0.4930128877566312,5.9830304487241435,10,68379,4381.053993716886,2051.1942714065053,214.1,False
151,1.5858470370734397,0.5271999657592878,nan,nan,nan,10,46728,1902.200067050225,1375.6691911703595,146.5,False
152,1.5856607898172732,0.528173250451173,nan,nan,nan,10,59844,3766.0248812829645,1786.2900091794745,187.5,False
153,1.5560433392840611,0.5329987264963668,nan,nan,nan,10,40047,2596.608766084299,1165.6815094278197,125.5,False
154,1.5788971222251118,0.5280660058354105,nan,nan,nan,10,51753,2156.8490194687593,1532.6900641437746,162.2,False
155,1.5653050757110243,0.5322983018222802,nan,nan,nan,10,78967,3378.4554095915373,2384.009816593057,247.4,False
156,1.5862635133996263,0.5276500132170235,nan,nan,nan,10,75660,3655.5297143727857,2279.607059880914,236.9,False
157,1.5487425057460744,0.5358377245169698,nan,nan,nan,10,52947,2213.0049841516075,1569.6786838495586,165.9,False
158,1.5719534497150904,0.5326741446321768,nan,nan,nan,10,49657,2152.338239782521,1466.7826228008776,155.6,False
159,1.5236760872780606,0.5446420126737918,nan,nan,nan,10,42292,1777.0390699894003,1237.052441332627,132.7,False
160,1.5179465863861172,0.5459326176136859,1.5731548403185847,0.5299715270493032,4.821836346795582,10,45828,2201.3843502051513,1346.2669604751322,143.6,False
161,1.5580579008026583,0.5367963299244959,nan,nan,nan,10,41852,1814.2081000730825,1222.484194130092,131.2,False
162,1.541164764233744,0.5376143680108438,nan,nan,nan,10,35412,1839.0343508893457,1021.2915856299853,111.1,False
163,1.5622008337575792,0.5328911991396308,nan,nan,nan,10,61369,3506.8734763010775,1832.8216753797078,192.2,False
164,1.5687696137996896,0.5341972370194064,nan,nan,nan,10,79407,4201.452151208556,2396.7602320944393,248.6,False
165,1.5589841230189996,0.5346068297788826,nan,nan,nan,10,53501,3552.1207293054385,1586.8375806033544,167.6,False
166,1.562421668897984,0.532958025969544,nan,nan,nan,10,46362,2940.9677060138106,1364.7211060040715,145.3,False
167,1.5583530798540184,0.5335990313792756,nan,nan,nan,10,39644,3333.9263390050032,1154.267097892469,124.4,False
168,1.5567100506077767,0.5317954601327542,nan,nan,nan,10,73218,5057.331138551078,2202.16143330653,229.2,False
169,1.6244712894589504,0.5229457645565028,nan,nan,nan,10,27565,1121.9824728842223,775.9406124023961,86.5,False
170,1.5622732116643063,0.531786693606581,1.8068715175481174,0.47133972725910384,6.091360876210827,10,55432,4059.5607391072294,1646.2711670518504,173.6,False
171,1.5184687356668505,0.5455801959773079,nan,nan,nan,10,48475,2290.54858472028,1429.5734413637595,151.9,False
172,1.5381884246998139,0.5373077718778015,nan,nan,nan,10,87006,4925.498318143598,2634.1415715141757,272.4,False
173,1.5439108697616535,0.5354442344045368,nan,nan,nan,10,33856,2008.0873087992313,973.1949558408336,106.1,False
174,1.5675412469255712,0.5303181940936313,nan,nan,nan,10,62949,3565.939660019806,1880.1625031211563,197.0,False
175,1.515674109678867,0.543507994151771,nan,nan,nan,10,42406,1856.5477066081557,1239.8470950422968,132.9,False
176,1.5378747518894977,0.5370501058574453,nan,nan,nan,10,49595,2997.1662554062773,1465.9196960858349,155.5,False
177,1.5163339364888178,0.544716973261586,nan,nan,nan,10,47946,2180.7729358306674,1413.2869902787165,150.2,False
178,1.4614527077285062,0.5614236981628375,nan,nan,nan,10,24331,861.975571601936,675.0504499553829,76.4,False
179,1.5243726282175685,0.5422061809158584,nan,nan,nan,10,66495,3377.2032403597827,1992.1184698308684,208.2,False
180,1.5293342078600296,0.5372749448251829,1.5678864118668088,0.533624306908437,4.796499647893474,10,43045,2634.638549251925,1261.7429138679206,135.1,False
181,1.5279206089783193,0.5404418159679945,nan,nan,nan,10,74737,4007.9760474526593,2250.6920958278447,234.0,False
182,1.5136654083109067,0.5467180445045814,nan,nan,nan,10,67993,3161.822446535643,2040.0732858250008,213.0,False
183,1.4918833695279874,0.5511024390243903,nan,nan,nan,10,76875,5186.197861813952,2319.2573407924488,240.8,False
184,1.5175794428240263,0.5442376492342325,nan,nan,nan,10,24877,1570.3612328905845,693.072659511211,78.1,False
185,1.5404672495204543,0.5380929205196361,nan,nan,nan,10,80133,3870.0962151417743,2419.1144045965725,250.9,False
186,1.5243556501343014,0.5386127844712182,nan,nan,nan,10,71712,3763.7120197439494,2154.7341350190127,224.4,False
187,1.5132811342784345,0.5457838024676516,nan,nan,nan,10,66541,3385.109324003535,1993.7721019059725,208.3,False
188,1.5206090767870695,0.5412350176454325,nan,nan,nan,10,61489,3333.4177471545063,1838.0273333856967,192.7,False
189,1.4835613683474655,0.5538909130458426,nan,nan,nan,10,36778,1865.4664457598242,1065.367933581106,115.4,False
190,1.496747582304988,0.5521065656411354,1.5654517769831402,0.5265997302562565,4.784836126500474,10,32731,1731.3691468057657,938.5814197476286,102.7,False
191,1.4873198760354593,0.5521820038896895,nan,nan,nan,10,71471,3493.939030131279,2149.435482600206,223.9,False
192,1.5080013442403781,0.5446601786086482,nan,nan,nan,10,62371,4270.4201798761305,1864.7507465703115,195.4,False
193,1.476603831618236,0.5546998295562149,nan,nan,nan,10,31682,1945.3204137815758,905.9043497596261,99.4,False
194,1.5139992650906957,0.5481492244542119,nan,nan,nan,10,55058,2592.19538048182,1635.5513437744216,172.5,False
195,1.4677854637830066,0.558745049574474,nan,nan,nan,10,35603,1619.1914725788308,1027.921515026905,111.7,False
196,1.4501643108265871,0.560473411154345,nan,nan,nan,10,43176,2125.612437437602,1266.171079501566,135.5,False
197,1.458555156056187,0.5625235241321405,nan,nan,nan,10,34539,1728.1458319419773,993.6723390048639,108.3,False
198,1.4757310320580415,0.5565151907372979,nan,nan,nan,10,42493,1688.6485811352384,1243.0866361039448,133.3,False
199,1.4741795325041473,0.5557179596292253,nan,nan,nan,10,54049,2136.1380709613363,1603.3846690445914,169.3,False
200,1.484800418462868,0.5550748008238469,1.5293297456798214,0.543215195564214,4.615082506438414,10,62633,3390.416705618865,1871.9199746299219,196.1,False
201,1.5145170253667055,0.5471015327878299,nan,nan,nan,10,43385,2433.8979458760814,1272.2837471809758,136.1,False
202,1.4726124029431957,0.5524038461538462,nan,nan,nan,10,58240,3034.1502569154645,1735.3200169719173,182.5,False
203,1.4826072333506877,0.5544198895027624,nan,nan,nan,10,39820,3331.7951799209723,1160.8268606803017,125.0,False
204,1.4724906541120526,0.5524926147582385,nan,nan,nan,10,65333,3375.369342314207,1958.1053157429465,204.8,False
205,1.4345688192730512,0.5665801557197045,nan,nan,nan,10,25045,1019.6100200090568,698.3697429768923,78.7,False
206,1.4602741232430583,0.5567205685446492,nan,nan,nan,10,48545,2774.3258143344983,1432.7159373013294,152.2,False
207,1.4338054074322903,0.5672443425952449,nan,nan,nan,10,27928,1539.867094273682,787.837070268457,87.7,False
208,1.453283485642747,0.5609175103189108,nan,nan,nan,10,48697,4931.3017853354395,1437.4221388435167,152.6,False
209,1.4919847718677588,0.5511567555629175,nan,nan,nan,10,54333,3292.816002341213,1613.0598118735425,170.3,False
210,1.496397360463768,0.5472830875873818,1.6078826101684114,0.5245766521804286,4.992229532950433,10,85115,4345.881111494636,2574.448345213087,266.4,False
211,1.5039733523842769,0.5473848236349613,nan,nan,nan,10,63533,3028.0282555285767,1900.2525512186771,198.9,False
212,1.4767284145376955,0.554239800867544,nan,nan,nan,10,54637,2460.566021807192,1622.6750255854363,171.2,False
213,1.4505984814402986,0.5611061352440663,nan,nan,nan,10,89320,4588.172212494197,2706.059604105453,279.6,False
214,1.4339820393387628,0.5667832991286209,nan,nan,nan,10,59446,4701.083979700734,1774.306489083754,186.3,False
215,1.5346621630622548,0.5394285376242309,nan,nan,nan,10,33808,1263.5410184371585,971.4671014539006,106.1,False
216,1.4765192666741478,0.551500427167877,nan,nan,nan,10,74912,3940.0973676438443,2256.44389424412,234.5,False
217,1.4471506726541936,0.5612433625678659,nan,nan,nan,10,50283,2035.032069834058,1488.01854198908,157.8,False
218,1.4127142425333794,0.571505376344086,nan,nan,nan,10,48360,2228.836728604096,1425.4552354362663,151.5,False
219,1.4385275239181357,0.5621676545300592,nan,nan,nan,10,59050,4552.298028609059,1761.0381939653175,185.0,False
220,1.4747738240125339,0.5546655057321144,1.5052111196889524,0.5460062940206803,4.505104646187462,10,68910,2999.6292890140166,2067.5105458020435,215.7,False
221,1.4686506945416138,0.5564095210782908,nan,nan,nan,10,87175,3330.83353821313,2639.004728043238,272.9,False
222,1.437457218916841,0.5634012189683365,nan,nan,nan,10,53816,2957.2148135151765,1595.4442020816518,168.5,False
223,1.4834229067232299,0.5534942850752769,nan,nan,nan,10,84953,3473.234287517709,2570.6734974870064,266.0,False
224,1.4363259344020272,0.5677810620731831,nan,nan,nan,10,19622,675.2391059528901,529.8613137572491,61.8,False
225,1.4767822902358478,0.5521223028856849,nan,nan,nan,10,49451,2450.08104033711,1460.17195710136,154.9,False
226,1.4532975271414887,0.5611790079079799,nan,nan,nan,10,34775,1738.1415549080025,1003.9718783049335,109.2,False
227,1.4467767390847428,0.5630353817504655,nan,nan,nan,10,42960,2043.0196646146644,1258.4849707042733,134.7,False
228,1.457191189413856,0.5571301504880042,nan,nan,nan,10,83196,3992.8827338855003,2515.0777288022023,260.5,False
229,1.4839892427192818,0.5534836784836785,nan,nan,nan,10,45584,1815.2604910505443,1338.6141797526193,142.8,False
230,1.4516608396483983,0.560666174570954,1.5025918304553976,0.5494342874269444,4.493319914639499,10,65028,3233.73298776223,1946.0647434348582,203.6,False
231,1.446276496253352,0.5598310259734828,nan,nan,nan,10,47818,2372.5737303689975,1409.329400602007,149.8,False
232,1.4000091649784066,0.5752636819964639,nan,nan,nan,10,49207,2447.8994679899615,1452.4099313778756,154.1,False
233,1.4369551886496443,0.563887302493813,nan,nan,nan,10,52530,2475.1565243644345,1556.4645912895153,164.5,False
234,1.4437695182670007,0.563904657089898,nan,nan,nan,10,69056,2894.6707544157416,2071.1147934045875,216.1,False
235,1.383284436925327,0.5782296108604742,nan,nan,nan,10,48543,2346.0777472555646,1432.9325323058883,152.2,False
236,1.441774440720174,0.565221495834415,nan,nan,nan,10,42371,2010.3150595038394,1239.172160968941,132.9,False
