round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
81,nan,0.030951596970694766,nan,nan,20,6074,9.95,nan,nan,False
82,nan,0.035272484119023735,nan,nan,20,5982,9.7,nan,nan,False
83,nan,0.03128815628815629,nan,nan,20,6552,10.6,nan,nan,False
84,nan,0.030864197530864196,nan,nan,20,6318,10.35,nan,nan,False
85,nan,0.03246456332876086,nan,nan,20,6561,10.75,nan,nan,False
86,nan,0.031053952321204517,nan,nan,20,6376,10.45,nan,nan,False
87,nan,0.029855697462265716,nan,nan,20,6029,9.8,nan,nan,False
88,nan,0.029639762881896944,nan,nan,20,6579,10.65,nan,nan,False
89,nan,0.031682559212549984,nan,nan,20,6502,10.45,nan,nan,False
90,nan,0.03469824042098339,nan,0.029454914795169845,20,6081,10.05,nan,nan,False
91,nan,0.031416902293433864,nan,nan,20,6366,10.3,nan,nan,False
92,nan,0.03126534621050908,nan,nan,20,6109,9.95,nan,nan,False
93,nan,0.031616688396349416,nan,nan,20,6136,10.1,nan,nan,False
94,nan,0.03115313081215127,nan,nan,20,6452,10.5,nan,nan,False
95,nan,0.03248259860788863,nan,nan,20,6465,10.6,nan,nan,False
96,nan,0.03102078239608802,nan,nan,20,6544,10.55,nan,nan,False
97,nan,0.0315359477124183,nan,nan,20,6120,10.05,nan,nan,False
98,nan,0.03178000987979582,nan,nan,20,6073,9.9,nan,nan,False
99,nan,0.03394166808800955,nan,nan,20,5863,9.7,nan,nan,False
100,nan,0.03294509151414309,nan,0.029454914795169845,20,6010,9.9,nan,nan,False
101,nan,0.028668836200216954,nan,nan,20,6453,10.55,nan,nan,False
102,nan,0.030420711974110032,nan,nan,20,6180,10.05,nan,nan,False
103,nan,0.030851566189201953,nan,nan,20,6353,10.4,nan,nan,False
104,nan,0.030003093102381688,nan,nan,20,6466,10.65,nan,nan,False
105,nan,0.03225298930144745,nan,nan,20,6356,10.4,nan,nan,False
106,nan,0.030640243902439024,nan,nan,20,6560,10.65,nan,nan,False
107,nan,0.031897668393782386,nan,nan,20,6176,10.05,nan,nan,False
108,nan,0.03174089068825911,nan,nan,20,6175,10.05,nan,nan,False
109,nan,0.03151421983089931,nan,nan,20,6505,10.7,nan,nan,False
110,nan,0.03047676523838262,nan,0.029454914795169845,20,6628,10.85,nan,nan,False
111,nan,0.031571722717913524,nan,nan,20,5828,9.5,nan,nan,False
112,nan,0.034147146156384034,nan,nan,20,6062,9.95,nan,nan,False
113,nan,0.03205439533754249,nan,nan,20,6177,10.05,nan,nan,False
114,nan,0.030764195712649323,nan,nan,20,6111,10.1,nan,nan,False
115,nan,0.03352891869237217,nan,nan,20,5965,9.75,nan,nan,False
116,nan,0.03072289156626506,nan,nan,20,6640,10.9,nan,nan,False
117,nan,0.03281547241597971,nan,nan,20,6308,10.35,nan,nan,False
118,nan,0.02885345482156416,nan,nan,20,6585,10.85,nan,nan,False
119,nan,0.032876259705930944,nan,nan,20,6053,10.05,nan,nan,False
120,nan,0.033192834562697573,nan,0.029454914795169845,20,5694,9.4,nan,nan,False
121,nan,0.03179094540612517,nan,nan,20,6008,9.8,nan,nan,False
122,nan,0.030364689309751135,nan,nan,20,6389,10.45,nan,nan,False
123,nan,0.02908171329223961,nan,nan,20,6327,10.4,nan,nan,False
124,nan,0.031859756097560976,nan,nan,20,6560,10.85,nan,nan,False
125,nan,0.03346521595779756,nan,nan,20,6066,10.0,nan,nan,False
126,nan,0.029959146618247844,nan,nan,20,6609,10.8,nan,nan,False
127,nan,0.03298326222513948,nan,nan,20,6094,9.95,nan,nan,False
128,nan,0.03296516567544605,nan,nan,20,5885,9.7,nan,nan,False
129,nan,0.034477279949157925,nan,nan,20,6294,10.3,nan,nan,False
130,nan,0.03203014601978332,nan,0.029454914795169845,20,6369,10.5,nan,nan,False
131,nan,0.03361887829319541,nan,nan,20,6187,10.15,nan,nan,False
132,nan,0.031192660550458717,nan,nan,20,6540,10.75,nan,nan,False
133,nan,0.03216666666666667,nan,nan,20,6000,9.8,nan,nan,False
134,nan,0.03204807210816224,nan,nan,20,5991,9.9,nan,nan,False
135,nan,0.03416599516518937,nan,nan,20,6205,10.2,nan,nan,False
136,nan,0.031720029784065525,nan,nan,20,6715,10.95,nan,nan,False
137,nan,0.029643353404353867,nan,nan,20,6477,10.65,nan,nan,False
138,nan,0.032534800906442216,nan,nan,20,6178,10.2,nan,nan,False
139,nan,0.03260504201680672,nan,nan,20,5950,9.8,nan,nan,False
140,nan,0.03185419968304279,nan,0.029454914795169845,20,6310,10.3,nan,nan,False
141,nan,0.027722162328661634,nan,nan,20,6493,10.65,nan,nan,False
142,nan,0.03190636523969857,nan,nan,20,6237,10.25,nan,nan,False
143,nan,0.032636655948553056,nan,nan,20,6220,10.2,nan,nan,False
144,nan,0.031316834708218756,nan,nan,20,6546,10.7,nan,nan,False
145,nan,0.03507062834875792,nan,nan,20,6159,10.1,nan,nan,False
146,nan,0.03387016436991532,nan,nan,20,6023,9.85,nan,nan,False
147,nan,0.03204719387755102,nan,nan,20,6272,10.25,nan,nan,False
148,nan,0.033154259401381427,nan,nan,20,6515,10.65,nan,nan,False
149,nan,0.03248798276147853,nan,nan,20,6033,9.95,nan,nan,False
150,nan,0.03071349818869113,nan,0.029454914795169845,20,6349,10.4,nan,nan,False
151,nan,0.03005588279716055,nan,nan,20,6621,10.85,nan,nan,False
152,nan,0.03264604810996564,nan,nan,20,6402,10.5,nan,nan,False
153,nan,0.030883261272390366,nan,nan,20,6476,10.65,nan,nan,False
154,nan,0.033107235142118864,nan,nan,20,6192,10.0,nan,nan,False
155,nan,0.029865967365967364,nan,nan,20,6864,11.25,nan,nan,False
156,nan,0.03452243958573072,nan,nan,20,6083,10.1,nan,nan,False
157,nan,0.03266816865143225,nan,nan,20,6214,10.3,nan,nan,False
158,nan,0.03264141974330534,nan,nan,20,6311,10.3,nan,nan,False
159,nan,0.03274237342277592,nan,nan,20,6261,10.3,nan,nan,False
160,nan,0.03199625409708132,nan,0.029454914795169845,20,6407,10.4,nan,nan,False
161,nan,0.03246153846153846,nan,nan,20,6500,10.6,nan,nan,False
162,nan,0.031351167149429204,nan,nan,20,5869,9.55,nan,nan,False
163,nan,0.030911408540471638,nan,nan,20,6276,10.3,nan,nan,False
164,nan,0.029566261443794088,nan,nan,20,6663,10.85,nan,nan,False
165,nan,0.03231597845601436,nan,nan,20,6127,10.15,nan,nan,False
166,nan,0.031383062608421386,nan,nan,20,6341,10.35,nan,nan,False
167,nan,0.031730921783277806,nan,nan,20,6303,10.35,nan,nan,False
168,nan,0.03217334208798424,nan,nan,20,6092,9.95,nan,nan,False
169,nan,0.032441200324412,nan,nan,20,6165,10.05,nan,nan,False
170,nan,0.033794922518958125,nan,0.029454914795169845,20,6066,10.05,nan,nan,False
171,nan,0.033729216152019,nan,nan,20,6315,10.4,nan,nan,False
172,nan,0.031196381219778507,nan,nan,20,6411,10.55,nan,nan,False
173,nan,0.031800467653936085,nan,nan,20,6415,10.55,nan,nan,False
174,nan,0.032989690721649485,nan,nan,20,6305,10.15,nan,nan,False
175,nan,0.030352626097306948,nan,nan,20,6721,11.0,nan,nan,False
176,nan,0.032550015878056525,nan,nan,20,6298,10.3,nan,nan,False
177,nan,0.03159790438768828,nan,nan,20,6108,10.0,nan,nan,False
178,nan,0.03165707361405635,nan,nan,20,6602,10.75,nan,nan,False
179,nan,0.030966277561608302,nan,nan,20,6168,10.15,nan,nan,False
180,nan,0.03414792037546529,nan,0.029454914795169845,20,6179,10.0,nan,nan,False
181,nan,0.0314820794317081,nan,nan,20,6194,10.25,nan,nan,False
182,nan,0.032940019665683384,nan,nan,20,6102,10.0,nan,nan,False
183,nan,0.031209362808842653,nan,nan,20,6152,10.1,nan,nan,False
184,nan,0.032605203983295854,nan,nan,20,6226,10.2,nan,nan,False
185,nan,0.03271784904437966,nan,nan,20,6174,10.1,nan,nan,False
186,nan,0.031459597572660494,nan,nan,20,6262,10.2,nan,nan,False
187,nan,0.034252161148262926,nan,nan,20,6131,10.05,nan,nan,False
188,nan,0.03366401040819646,nan,nan,20,6149,10.15,nan,nan,False
189,nan,0.03332804316775115,nan,nan,20,6301,10.25,nan,nan,False
190,nan,0.03317152103559871,nan,0.029454914795169845,20,6180,10.15,nan,nan,False
191,nan,0.031209362808842653,nan,nan,20,6152,10.0,nan,nan,False
192,nan,0.031858129315756434,nan,nan,20,6372,10.5,nan,nan,False
193,nan,0.03231454950652658,nan,nan,20,6282,10.35,nan,nan,False
194,nan,0.031794871794871796,nan,nan,20,6825,11.15,nan,nan,False
195,nan,0.031125534739637115,nan,nan,20,6779,11.05,nan,nan,False
196,nan,0.03135152696556205,nan,nan,20,6156,10.05,nan,nan,False
197,nan,0.0310407790626902,nan,nan,20,6572,10.65,nan,nan,False
198,nan,0.03218954248366013,nan,nan,20,6120,10.05,nan,nan,False
199,nan,0.03128371089536138,nan,nan,20,6489,10.7,nan,nan,False
200,nan,0.03293509848240232,nan,0.029454914795169845,20,6194,10.15,nan,nan,False
201,nan,0.030861354214647627,nan,nan,20,6513,10.75,nan,nan,False
202,nan,0.03052598622417032,nan,nan,20,6388,10.4,nan,nan,False
203,nan,0.032504780114722756,nan,nan,20,6276,10.35,nan,nan,False
204,nan,0.03382098474123014,nan,nan,20,6357,10.4,nan,nan,False
205,nan,0.029178124045218454,nan,nan,20,6546,10.65,nan,nan,False
206,nan,0.031955196837423816,nan,nan,20,6071,10.0,nan,nan,False
207,nan,0.0319064918654241,nan,nan,20,6331,10.35,nan,nan,False
208,nan,0.030429409947482236,nan,nan,20,6474,10.65,nan,nan,False
209,nan,0.03200138384362567,nan,nan,20,5781,9.6,nan,nan,False
210,nan,0.030196517015497682,nan,0.029454914795169845,20,6259,10.25,nan,nan,False
211,nan,0.03178368121442125,nan,nan,20,6324,10.45,nan,nan,False
212,nan,0.031211562115621157,nan,nan,20,6504,10.55,nan,nan,False
213,nan,0.032196365954733824,nan,nan,20,6274,10.2,nan,nan,False
214,nan,0.030556779785514913,nan,nan,20,6807,11.0,nan,nan,False
215,nan,0.03262213976499691,nan,nan,20,6468,10.65,nan,nan,False
216,nan,0.03193076693524321,nan,nan,20,6702,10.9,nan,nan,False
217,nan,0.030126037503842608,nan,nan,20,6506,10.85,nan,nan,False
218,nan,0.033600802407221665,nan,nan,20,5982,9.8,nan,nan,False
219,nan,0.03188314747918957,nan,nan,20,6367,10.45,nan,nan,False
220,nan,0.03448839490029421,nan,0.029454914795169845,20,6118,10.15,nan,nan,False
221,nan,0.029794313369630974,nan,nan,20,6612,10.85,nan,nan,False
222,nan,0.03185924869234427,nan,nan,20,6309,10.3,nan,nan,False
223,nan,0.032036613272311214,nan,nan,20,6118,10.0,nan,nan,False
224,nan,0.032146233848093286,nan,nan,20,6346,10.4,nan,nan,False
225,nan,0.033649134269846455,nan,nan,20,6122,10.05,nan,nan,False
226,nan,0.03192488262910798,nan,nan,20,6390,10.55,nan,nan,False
227,nan,0.03221407874552582,nan,nan,20,5867,9.6,nan,nan,False
228,nan,0.02855826807922616,nan,nan,20,6513,10.65,nan,nan,False
229,nan,0.030436146846564167,nan,nan,20,6374,10.4,nan,nan,False
230,nan,0.03015848592091091,nan,0.029454914795169845,20,6499,10.6,nan,nan,False
231,nan,0.030638170677028845,nan,nan,20,6691,10.95,nan,nan,False
232,nan,0.03184218701460081,nan,nan,20,6438,10.45,nan,nan,False
233,nan,0.03269625651555837,nan,nan,20,6331,10.3,nan,nan,False
234,nan,0.030956414600338825,nan,nan,20,6493,10.6,nan,nan,False
235,nan,0.030663329161451813,nan,nan,20,6392,10.5,nan,nan,False
236,nan,0.03250388802488336,nan,nan,20,6430,10.5,nan,nan,False
237,nan,0.033405712376816436,nan,nan,20,5987,9.75,nan,nan,False
238,nan,0.03309496091801098,nan,nan,20,6013,9.85,nan,nan,False
239,nan,0.032263141328297135,nan,nan,20,6354,10.3,nan,nan,False
240,nan,0.032559638942617666,nan,0.029454914795169845,20,6204,10.2,nan,nan,False
241,nan,0.034746467165419785,nan,nan,20,6015,10.0,nan,nan,False
242,nan,0.032202514206991564,nan,nan,20,5807,9.5,nan,nan,False
243,nan,0.03319093000328623,nan,nan,20,6086,10.0,nan,nan,False
244,nan,0.03147331610156606,nan,nan,20,6577,10.65,nan,nan,False
245,nan,0.029498525073746312,nan,nan,20,6441,10.55,nan,nan,False
246,nan,0.02900141087944819,nan,nan,20,6379,10.45,nan,nan,False
247,nan,0.03066976127320955,nan,nan,20,6032,9.95,nan,nan,False
248,nan,0.03244646333549643,nan,nan,20,6164,10.2,nan,nan,False
249,nan,0.030272952853598014,nan,nan,20,6045,9.9,nan,nan,False
250,nan,0.03396670590213553,nan,0.029454914795169845,20,5947,9.65,nan,nan,False
251,nan,0.03212199870214147,nan,nan,20,6164,10.05,nan,nan,False
252,nan,0.031681938189159806,nan,nan,20,6439,10.55,nan,nan,False
253,nan,0.030720690800398538,nan,nan,20,6022,9.85,nan,nan,False
254,nan,0.03240514574173587,nan,nan,20,6141,10.0,nan,nan,False
255,nan,0.0329512893982808,nan,nan,20,6282,10.3,nan,nan,False
256,nan,0.034249958834184094,nan,nan,20,6073,9.95,nan,nan,False
257,nan,0.03203187250996016,nan,nan,20,6275,10.25,nan,nan,False
258,nan,0.03313253012048193,nan,nan,20,6308,10.45,nan,nan,False
259,nan,0.03071508558630619,nan,nan,20,6251,10.2,nan,nan,False
260,nan,0.030307716097108396,nan,0.029454914795169845,20,6467,10.5,nan,nan,False
261,nan,0.03263509411050395,nan,nan,20,6588,10.8,nan,nan,False
262,nan,0.030223592906707786,nan,nan,20,6485,10.6,nan,nan,False
263,nan,0.03358613217768147,nan,nan,20,6461,10.55,nan,nan,False
264,nan,0.03265098968025715,nan,nan,20,5911,9.65,nan,nan,False
265,nan,0.032803017877644745,nan,nan,20,6097,9.95,nan,nan,False
266,nan,0.034033186589908566,nan,nan,20,5906,9.7,nan,nan,False
267,nan,0.03312202852614897,nan,nan,20,6310,10.35,nan,nan,False
268,nan,0.032683008170752044,nan,nan,20,5997,9.8,nan,nan,False
269,nan,0.03227433182047403,nan,nan,20,5949,9.8,nan,nan,False
270,nan,0.03452726686027751,nan,0.029454914795169845,20,6198,10.1,nan,nan,False
271,nan,0.03457767073800103,nan,nan,20,5813,9.45,nan,nan,False
272,nan,0.03166986564299424,nan,nan,20,6252,10.25,nan,nan,False
273,nan,0.03028420562199099,nan,nan,20,6439,10.4,nan,nan,False
274,nan,0.033931484502446985,nan,nan,20,6130,10.05,nan,nan,False
275,nan,0.03247807729782397,nan,nan,20,6158,10.05,nan,nan,False
276,nan,0.03056194544857049,nan,nan,20,6086,9.9,nan,nan,False
277,nan,0.03431686978832585,nan,nan,20,6236,10.25,nan,nan,False
278,nan,0.032015065913371,nan,nan,20,6372,10.5,nan,nan,False
279,nan,0.031373844121532365,nan,nan,20,6056,9.9,nan,nan,False
280,nan,0.03139810426540284,nan,0.029454914795169845,20,6752,11.0,nan,nan,False
281,nan,0.0334154604250077,nan,nan,20,6494,10.6,nan,nan,False
282,nan,0.03369810665277054,nan,nan,20,5757,9.5,nan,nan,False
283,nan,0.03156274056966898,nan,nan,20,6495,10.65,nan,nan,False
284,nan,0.03350350989151244,nan,nan,20,6268,10.25,nan,nan,False
285,nan,0.03185840707964602,nan,nan,20,6215,10.15,nan,nan,False
286,nan,0.03258590095176642,nan,nan,20,6199,10.1,nan,nan,False
287,nan,0.029273638071383844,nan,nan,20,6388,10.45,nan,nan,False
288,nan,0.03217780726488638,nan,nan,20,6029,9.9,nan,nan,False
289,nan,0.0319131702575733,nan,nan,20,6173,10.05,nan,nan,False
290,nan,0.03269391159299416,nan,0.029454914795169845,20,5995,9.9,nan,nan,False
291,nan,0.03077644118106546,nan,nan,20,6401,10.4,nan,nan,False
292,nan,0.032606914632148126,nan,nan,20,6103,10.05,nan,nan,False
293,nan,0.029889538661468484,nan,nan,20,6156,10.05,nan,nan,False
294,nan,0.033277870216306155,nan,nan,20,6010,9.95,nan,nan,False
295,nan,0.029124685138539042,nan,nan,20,6352,10.35,nan,nan,False
296,nan,0.031629791212215645,nan,nan,20,6418,10.55,nan,nan,False
297,nan,0.031675641431738996,nan,nan,20,6314,10.35,nan,nan,False
298,nan,0.03248436785115144,nan,nan,20,6557,10.75,nan,nan,False
299,nan,0.03026176426085641,nan,nan,20,6609,10.7,nan,nan,False
300,nan,0.033419023136246784,nan,0.029454914795169845,20,6224,10.1,nan,nan,False
301,nan,0.031060723714862556,nan,nan,20,6439,10.6,nan,nan,False
302,nan,0.03210649960845732,nan,nan,20,6385,10.45,nan,nan,False
303,nan,0.029742033383915022,nan,nan,20,6590,10.75,nan,nan,False
304,nan,0.0323051948051948,nan,nan,20,6160,10.15,nan,nan,False
305,nan,0.03415709113804502,nan,nan,20,6353,10.45,nan,nan,False
306,nan,0.031294452347083924,nan,nan,20,6327,10.35,nan,nan,False
307,nan,0.03270059020577445,nan,nan,20,6269,10.35,nan,nan,False
308,nan,0.0311104020421187,nan,nan,20,6268,10.3,nan,nan,False
309,nan,0.031239830784249918,nan,nan,20,6146,10.1,nan,nan,False
310,nan,0.0296875,nan,0.029454914795169845,20,6400,10.5,nan,nan,False
311,nan,0.03204930662557781,nan,nan,20,6490,10.7,nan,nan,False
312,nan,0.030393325387365912,nan,nan,20,6712,10.95,nan,nan,False
313,nan,0.02986674835349977,nan,nan,20,6529,10.7,nan,nan,False
314,nan,0.029532765207170145,nan,nan,20,6806,11.05,nan,nan,False
315,nan,0.03089797232056646,nan,nan,20,6214,10.15,nan,nan,False
316,nan,0.03145823647915698,nan,nan,20,6453,10.6,nan,nan,False
317,nan,0.03188854489164087,nan,nan,20,6460,10.6,nan,nan,False
318,nan,0.03526448362720403,nan,nan,20,6352,10.4,nan,nan,False
319,nan,0.03262829972126578,nan,nan,20,6099,9.95,nan,nan,False
320,nan,0.030568407138136154,nan,0.029454914795169845,20,6052,9.95,nan,nan,False
321,nan,0.030670821715597835,nan,nan,20,6097,10.0,nan,nan,False
322,nan,0.03257432005060089,nan,nan,20,6324,10.4,nan,nan,False
323,nan,0.03089887640449438,nan,nan,20,6408,10.65,nan,nan,False
324,nan,0.0337059620596206,nan,nan,20,5904,9.65,nan,nan,False
325,nan,0.03025158203426455,nan,nan,20,6479,10.6,nan,nan,False
326,nan,0.033460327977472254,nan,nan,20,6037,9.8,nan,nan,False
327,nan,0.032376298106292,nan,nan,20,6548,10.7,nan,nan,False
328,nan,0.034607718789635804,nan,nan,20,5519,9.15,nan,nan,False
329,nan,0.0303620717648969,nan,nan,20,6159,10.05,nan,nan,False
330,nan,0.03210576015108593,nan,0.029454914795169845,20,6354,10.4,nan,nan,False
331,nan,0.03538812785388128,nan,nan,20,6132,10.05,nan,nan,False
332,nan,0.03271102600925483,nan,nan,20,6267,10.3,nan,nan,False
333,nan,0.033473507148864594,nan,nan,20,5945,9.85,nan,nan,False
334,nan,0.028405620036652413,nan,nan,20,6548,10.65,nan,nan,False
335,nan,0.029528496586759802,nan,nan,20,6299,10.3,nan,nan,False
336,nan,0.03031716417910448,nan,nan,20,6432,10.55,nan,nan,False
337,nan,0.030523016003959742,nan,nan,20,6061,10.0,nan,nan,False
338,nan,0.031714892921366686,nan,nan,20,6117,9.9,nan,nan,False
339,nan,0.033131124591693886,nan,nan,20,6429,10.6,nan,nan,False
340,nan,0.0329438493995456,nan,0.029454914795169845,20,6162,10.25,nan,nan,False
341,nan,0.0319344591205484,nan,nan,20,5981,9.75,nan,nan,False
342,nan,0.02956198730846618,nan,nan,20,6461,10.4,nan,nan,False
343,nan,0.0335593220338983,nan,nan,20,5900,9.7,nan,nan,False
344,nan,0.03367794486215539,nan,nan,20,6384,10.45,nan,nan,False
345,nan,0.033862605314322745,nan,nan,20,6172,10.05,nan,nan,False
346,nan,0.03360128617363344,nan,nan,20,6220,10.25,nan,nan,False
347,nan,0.029790660225442835,nan,nan,20,6210,10.3,nan,nan,False
348,nan,0.03188360934839808,nan,nan,20,6461,10.55,nan,nan,False
349,nan,0.03197013956507627,nan,nan,20,6162,10.1,nan,nan,False
350,nan,0.032492807581655105,nan,0.029454914795169845,20,5909,9.8,nan,nan,False
