round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
21,3.981893225213008,0.038236767406912675,nan,nan,20,5989,9.8,1.5822978725584165,46.2949046177043,False
22,3.7717952463072253,0.05827214497734729,nan,nan,20,6401,10.35,1.7978063530845776,14.526566459735164,False
23,3.8049732612662805,0.05844255975327679,nan,nan,20,6485,10.7,1.9310144297880696,15.865163810091266,False
24,3.878948774999268,0.04740085321535788,nan,nan,20,6329,10.35,1.748841435927689,28.854141140511683,False
25,3.8224794229460164,0.05489375402446877,nan,nan,20,6212,10.15,1.8325878486359681,10.84444310609987,False
26,3.783695170882417,0.05041613316261204,nan,nan,20,6248,10.2,1.73019170879981,24.330298874491568,False
27,3.8902282966073107,0.04633204633204633,nan,nan,20,6216,10.15,1.5314863679391733,23.970557390000828,False
28,3.811069859596522,0.06299580027998133,nan,nan,20,6429,10.45,1.5012929950782556,23.309478389610124,False
29,3.861216924640818,0.05107754963516036,nan,nan,20,5893,9.75,1.390561818355203,21.736046655250956,False
30,3.8651958814053686,0.05539447581260491,3.811711161793953,0.056427039837490124,20,6553,10.75,1.3460728740923797,23.747309911121743,False
31,3.8174219069006936,0.05462051444903144,nan,nan,20,6298,10.2,1.3681367924285928,19.812009298986858,False
32,3.8859425560285357,0.05685934792880769,nan,nan,20,6349,10.35,1.4530220696706473,34.02189329147555,False
33,3.9444730446816645,0.051181102362204724,nan,nan,20,6604,10.75,1.521515671023474,39.63263639615557,False
34,5.209898687041296,0.060505002382086705,nan,nan,20,6297,10.25,1.8681797692287658,60.04787045062951,False
35,13.702678927450195,0.04816008139732067,nan,nan,20,5897,9.65,2.9136480654835655,73.22728702204168,False
36,3.8796376465936175,0.0500817357705454,nan,nan,20,6729,10.95,3.202845083775492,35.18900719251222,False
37,4.949325474219544,0.049670470985372125,nan,nan,20,6221,10.2,4.32114572766625,73.41756899203351,False
38,74.60569440243347,0.04752505314303067,nan,nan,20,6586,10.8,18.814495952992946,668.5444706206697,False
39,124.68061474908657,0.024542908911217264,nan,nan,20,6071,9.95,23.32233374980719,335.6040222826292,False
40,5.538168083638661,0.02126998913212234,4.169073137200023,0.00942331565286085,20,6441,10.6,26.349926631865724,117.3083006040049,False
41,7.560446373754581,0.01596958174904943,nan,nan,20,6575,10.75,29.885357225924633,152.92439769841116,False
42,5.27028583841794,0.011107729762629337,nan,nan,20,6572,10.8,31.74913427587784,168.8575411607721,False
43,5.76416720784501,0.012464683397041714,nan,nan,20,6017,9.9,33.21523567294317,152.73124826577518,False
44,338.04037271628687,0.030423070828711773,nan,nan,20,6311,10.35,39.32056297272416,715.3121447192327,False
45,6.179643936465888,0.016817388545137237,nan,nan,20,6303,10.4,46.9316296336571,395.6383277206782,False
46,98968023781882.64,0.024446142093200916,nan,nan,20,6545,10.65,101221365935.15942,2530534154419.531,False
47,nan,0.030396543743249498,nan,nan,20,6481,10.65,nan,nan,False
48,nan,0.03223270440251572,nan,nan,20,6360,10.35,nan,nan,False
49,nan,0.03313206378696393,nan,nan,20,6459,10.6,nan,nan,False
50,nan,0.03137254901960784,nan,0.029454914795169845,20,6375,10.45,nan,nan,False
51,nan,0.033793431699190864,nan,nan,20,6303,10.35,nan,nan,False
52,nan,0.03167420814479638,nan,nan,20,6409,10.4,nan,nan,False
53,nan,0.03067669172932331,nan,nan,20,6650,10.9,nan,nan,False
54,nan,0.03397435897435897,nan,nan,20,6240,10.2,nan,nan,False
55,nan,0.030708198648251542,nan,nan,20,6806,11.15,nan,nan,False
56,nan,0.03181673560292714,nan,nan,20,6286,10.3,nan,nan,False
57,nan,0.03337696335078534,nan,nan,20,6112,10.1,nan,nan,False
58,nan,0.03437301082113304,nan,nan,20,6284,10.25,nan,nan,False
59,nan,0.029262086513994912,nan,nan,20,6288,10.25,nan,nan,False
60,nan,0.031421838177533384,nan,0.029454914795169845,20,6365,10.4,nan,nan,False
61,nan,0.031829814459373,nan,nan,20,6252,10.2,nan,nan,False
