round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
136,nan,0.03218954248366013,nan,nan,20,6120,10.1,nan,nan,False
137,nan,0.03324241391067167,nan,nan,20,5866,9.65,nan,nan,False
138,nan,0.030270436385986477,nan,nan,20,6508,10.7,nan,nan,False
139,nan,0.027955645791035454,nan,nan,20,6403,10.5,nan,nan,False
140,nan,0.03226826953495729,nan,0.029454914795169845,20,6322,10.2,nan,nan,False
141,nan,0.0320763573775622,nan,nan,20,6391,10.5,nan,nan,False
142,nan,0.031151667715544368,nan,nan,20,6356,10.3,nan,nan,False
143,nan,0.03203389830508475,nan,nan,20,5900,9.75,nan,nan,False
144,nan,0.034171808258187,nan,nan,20,6321,10.45,nan,nan,False
145,nan,0.030609073958980732,nan,nan,20,6436,10.45,nan,nan,False
146,nan,0.031173092698933553,nan,nan,20,6095,9.9,nan,nan,False
147,nan,0.03168506961113778,nan,nan,20,6249,10.2,nan,nan,False
148,nan,0.029145273331319842,nan,nan,20,6622,10.8,nan,nan,False
149,nan,0.035010250749093204,nan,nan,20,6341,10.35,nan,nan,False
150,nan,0.03374934083318685,nan,0.029454914795169845,20,5689,9.3,nan,nan,False
151,nan,0.03068975995138256,nan,nan,20,6582,10.7,nan,nan,False
152,nan,0.0272612669398046,nan,nan,20,6346,10.35,nan,nan,False
153,nan,0.03130755064456722,nan,nan,20,6516,10.7,nan,nan,False
154,nan,0.03027092477675193,nan,nan,20,6607,10.9,nan,nan,False
155,nan,0.033541598158500496,nan,nan,20,6082,9.95,nan,nan,False
156,nan,0.03076430059285371,nan,nan,20,6241,10.25,nan,nan,False
157,nan,0.03168847548478638,nan,nan,20,6343,10.4,nan,nan,False
158,nan,0.03276611151339609,nan,nan,20,5524,9.05,nan,nan,False
159,nan,0.030103911980440098,nan,nan,20,6544,10.75,nan,nan,False
160,nan,0.031524211894702635,nan,0.029454914795169845,20,6154,9.95,nan,nan,False
161,nan,0.032334921715452686,nan,nan,20,5876,9.7,nan,nan,False
162,nan,0.031549644293226105,nan,nan,20,6466,10.7,nan,nan,False
163,nan,0.030647168637212195,nan,nan,20,6428,10.4,nan,nan,False
164,nan,0.034087184529662404,nan,nan,20,6102,10.0,nan,nan,False
165,nan,0.030736457699330495,nan,nan,20,6572,10.7,nan,nan,False
166,nan,0.031150667514303877,nan,nan,20,6292,10.4,nan,nan,False
167,nan,0.031631799163179916,nan,nan,20,5975,9.8,nan,nan,False
168,nan,0.03323262839879154,nan,nan,20,6289,10.25,nan,nan,False
169,nan,0.031422706458234646,nan,nan,20,6333,10.35,nan,nan,False
170,nan,0.032253225322532254,nan,0.029454914795169845,20,6666,10.8,nan,nan,False
171,nan,0.03349282296650718,nan,nan,20,6270,10.25,nan,nan,False
172,nan,0.030200258397932816,nan,nan,20,6192,10.2,nan,nan,False
173,nan,0.03136822194199244,nan,nan,20,6344,10.4,nan,nan,False
174,nan,0.03161257777030436,nan,nan,20,5947,9.8,nan,nan,False
175,nan,0.03135085292761641,nan,nan,20,6507,10.65,nan,nan,False
176,nan,0.028705148205928236,nan,nan,20,6410,10.6,nan,nan,False
177,nan,0.03322206326498172,nan,nan,20,6291,10.15,nan,nan,False
178,nan,0.0330316742081448,nan,nan,20,6630,10.8,nan,nan,False
179,nan,0.033524904214559385,nan,nan,20,6264,10.4,nan,nan,False
180,nan,0.031071655041217502,nan,0.029454914795169845,20,6308,10.3,nan,nan,False
181,nan,0.030666251556662517,nan,nan,20,6424,10.5,nan,nan,False
182,nan,0.03253588516746411,nan,nan,20,6270,10.25,nan,nan,False
183,nan,0.031696706028589185,nan,nan,20,6436,10.5,nan,nan,False
184,nan,0.03148697659083416,nan,nan,20,6066,9.85,nan,nan,False
185,nan,0.0303506840698223,nan,nan,20,6359,10.45,nan,nan,False
186,nan,0.0323791647114031,nan,nan,20,6393,10.3,nan,nan,False
187,nan,0.029752899646999495,nan,nan,20,5949,9.65,nan,nan,False
188,nan,0.03211819495744339,nan,nan,20,6227,10.2,nan,nan,False
189,nan,0.031505060398302316,nan,nan,20,6126,10.05,nan,nan,False
190,nan,0.03242811501597444,nan,0.029454914795169845,20,6260,10.3,nan,nan,False
191,nan,0.032797747225443104,nan,nan,20,6037,10.0,nan,nan,False
192,nan,0.030912414824663455,nan,nan,20,6017,9.85,nan,nan,False
193,nan,0.03167271527548664,nan,nan,20,6062,9.85,nan,nan,False
194,nan,0.03473251028806584,nan,nan,20,6075,10.05,nan,nan,False
195,nan,0.03286384976525822,nan,nan,20,6177,10.05,nan,nan,False
196,nan,0.03215077605321508,nan,nan,20,6314,10.35,nan,nan,False
197,nan,0.03145795523290986,nan,nan,20,6612,10.9,nan,nan,False
198,nan,0.03325612177365983,nan,nan,20,6044,10.05,nan,nan,False
199,nan,0.03252165386501062,nan,nan,20,6119,10.05,nan,nan,False
200,nan,0.031029185867895544,nan,0.029454914795169845,20,6510,10.55,nan,nan,False
201,nan,0.03103448275862069,nan,nan,20,6670,10.9,nan,nan,False
202,nan,0.03420490050978457,nan,nan,20,6081,10.0,nan,nan,False
203,nan,0.029831799428752775,nan,nan,20,6302,10.45,nan,nan,False
204,nan,0.03173324742268041,nan,nan,20,6208,10.2,nan,nan,False
205,nan,0.031789575601097304,nan,nan,20,6197,10.15,nan,nan,False
206,nan,0.030555555555555555,nan,nan,20,6480,10.75,nan,nan,False
207,nan,0.03140578265204387,nan,nan,20,6018,9.8,nan,nan,False
208,nan,0.03350997506234414,nan,nan,20,6416,10.5,nan,nan,False
209,nan,0.030068195908245506,nan,nan,20,6452,10.65,nan,nan,False
210,nan,0.03184619900205459,nan,0.029454914795169845,20,6814,11.1,nan,nan,False
211,nan,0.031530821377896895,nan,nan,20,6343,10.4,nan,nan,False
212,nan,0.030691708657810353,nan,nan,20,6549,10.8,nan,nan,False
213,nan,0.033344124312075105,nan,nan,20,6178,10.05,nan,nan,False
214,nan,0.03297236140294165,nan,nan,20,6187,10.15,nan,nan,False
215,nan,0.030641948827945457,nan,nan,20,6527,10.65,nan,nan,False
216,nan,0.03430682617874736,nan,nan,20,5684,9.3,nan,nan,False
217,nan,0.03447732997481108,nan,nan,20,6352,10.4,nan,nan,False
218,nan,0.03224230581338544,nan,nan,20,6141,10.05,nan,nan,False
219,nan,0.03114410198483137,nan,nan,20,6197,10.1,nan,nan,False
220,nan,0.03247568245999372,nan,0.029454914795169845,20,6374,10.5,nan,nan,False
221,nan,0.03171347428210792,nan,nan,20,6338,10.4,nan,nan,False
222,nan,0.031701146003869626,nan,nan,20,6719,10.95,nan,nan,False
223,nan,0.030003093102381688,nan,nan,20,6466,10.55,nan,nan,False
224,nan,0.030866141732283466,nan,nan,20,6350,10.35,nan,nan,False
225,nan,0.030523706228695383,nan,nan,20,6454,10.5,nan,nan,False
226,nan,0.03240951082841133,nan,nan,20,6603,10.85,nan,nan,False
227,nan,0.03270795284741823,nan,nan,20,6023,9.85,nan,nan,False
228,nan,0.03266014515620069,nan,nan,20,6338,10.35,nan,nan,False
229,nan,0.033355241537955965,nan,nan,20,6086,10.05,nan,nan,False
230,nan,0.02856236115518883,nan,0.029454914795169845,20,6302,10.3,nan,nan,False
231,nan,0.029760986892829605,nan,nan,20,6485,10.5,nan,nan,False
232,nan,0.03334952242188765,nan,nan,20,6177,10.05,nan,nan,False
233,nan,0.03429290545854963,nan,nan,20,6357,10.45,nan,nan,False
234,nan,0.03048873908380573,nan,nan,20,6527,10.55,nan,nan,False
235,nan,0.030745814307458142,nan,nan,20,6570,10.7,nan,nan,False
236,nan,0.02966235405490691,nan,nan,20,6338,10.35,nan,nan,False
237,nan,0.03362410785091197,nan,nan,20,6305,10.35,nan,nan,False
238,nan,0.029636281993713515,nan,nan,20,6681,10.95,nan,nan,False
239,nan,0.03150453357922237,nan,nan,20,6507,10.65,nan,nan,False
240,nan,0.030211480362537766,nan,0.029454914795169845,20,5958,9.75,nan,nan,False
241,nan,0.02984846165620695,nan,nan,20,6533,10.75,nan,nan,False
242,nan,0.03153808830664726,nan,nan,20,6183,10.1,nan,nan,False
243,nan,0.03477978222005526,nan,nan,20,6153,10.0,nan,nan,False
244,nan,0.03225806451612903,nan,nan,20,6355,10.45,nan,nan,False
245,nan,0.03074255084344947,nan,nan,20,6343,10.35,nan,nan,False
246,nan,0.033593376850819937,nan,nan,20,6281,10.35,nan,nan,False
247,nan,0.03068975995138256,nan,nan,20,6582,10.75,nan,nan,False
248,nan,0.030802738021157437,nan,nan,20,6428,10.5,nan,nan,False
249,nan,0.030313236780060628,nan,nan,20,5938,9.8,nan,nan,False
250,nan,0.03311153358681876,nan,0.029454914795169845,20,6312,10.3,nan,nan,False
251,nan,0.031018518518518518,nan,nan,20,6480,10.45,nan,nan,False
252,nan,0.03026070763500931,nan,nan,20,6444,10.55,nan,nan,False
253,nan,0.034268409308256295,nan,nan,20,6274,10.2,nan,nan,False
254,nan,0.031200756381972897,nan,nan,20,6346,10.5,nan,nan,False
255,nan,0.031994981179422836,nan,nan,20,6376,10.4,nan,nan,False
256,nan,0.030433397068196304,nan,nan,20,6276,10.25,nan,nan,False
257,nan,0.0326158940397351,nan,nan,20,6040,9.85,nan,nan,False
258,nan,0.030201342281879196,nan,nan,20,6556,10.7,nan,nan,False
259,nan,0.03231454950652658,nan,nan,20,6282,10.35,nan,nan,False
260,nan,0.03176043557168784,nan,0.029454914795169845,20,6612,10.75,nan,nan,False
261,nan,0.030552477441823652,nan,nan,20,6317,10.35,nan,nan,False
262,nan,0.031088082901554404,nan,nan,20,6369,10.45,nan,nan,False
263,nan,0.030303030303030304,nan,nan,20,6435,10.45,nan,nan,False
264,nan,0.03372243839169909,nan,nan,20,6168,10.05,nan,nan,False
265,nan,0.03153988868274583,nan,nan,20,6468,10.5,nan,nan,False
266,nan,0.03045141545524101,nan,nan,20,6535,10.7,nan,nan,False
267,nan,0.03333870188436141,nan,nan,20,6209,10.2,nan,nan,False
268,nan,0.03320375769355361,nan,nan,20,6174,10.15,nan,nan,False
269,nan,0.03128338165725622,nan,nan,20,6553,10.8,nan,nan,False
270,nan,0.029698302954116906,nan,0.029454914795169845,20,6364,10.35,nan,nan,False
271,nan,0.030659253375694997,nan,nan,20,6295,10.25,nan,nan,False
272,nan,0.029571514785757393,nan,nan,20,6628,10.85,nan,nan,False
273,nan,0.032839665164198326,nan,nan,20,6212,10.25,nan,nan,False
274,nan,0.033816425120772944,nan,nan,20,6003,9.9,nan,nan,False
275,nan,0.029769959404600813,nan,nan,20,6651,10.8,nan,nan,False
276,nan,0.032713868837352174,nan,nan,20,6511,10.6,nan,nan,False
277,nan,0.03193357815743254,nan,nan,20,6263,10.25,nan,nan,False
278,nan,0.03077170936039955,nan,nan,20,6207,10.2,nan,nan,False
279,nan,0.03163686382393398,nan,nan,20,6543,10.75,nan,nan,False
280,nan,0.03236957888120679,nan,0.029454914795169845,20,6364,10.35,nan,nan,False
281,nan,0.0315645794233066,nan,nan,20,5861,9.65,nan,nan,False
282,nan,0.0326984126984127,nan,nan,20,6300,10.35,nan,nan,False
283,nan,0.033572359843546284,nan,nan,20,6136,10.0,nan,nan,False
284,nan,0.02991026919242273,nan,nan,20,6018,9.9,nan,nan,False
285,nan,0.03207224038611241,nan,nan,20,6423,10.5,nan,nan,False
286,nan,0.030834836804986058,nan,nan,20,6097,10.05,nan,nan,False
287,nan,0.02935483870967742,nan,nan,20,6200,10.15,nan,nan,False
288,nan,0.032036613272311214,nan,nan,20,6555,10.75,nan,nan,False
289,nan,0.03244514106583072,nan,nan,20,6380,10.4,nan,nan,False
290,nan,0.03322259136212625,nan,0.029454914795169845,20,6321,10.35,nan,nan,False
291,nan,0.032218471923903036,nan,nan,20,6518,10.6,nan,nan,False
292,nan,0.034586200811716955,nan,nan,20,5667,9.25,nan,nan,False
293,nan,0.03049808429118774,nan,nan,20,6525,10.75,nan,nan,False
294,nan,0.03129467831612391,nan,nan,20,6295,10.3,nan,nan,False
295,nan,0.032341947017714937,nan,nan,20,6153,10.1,nan,nan,False
296,nan,0.03107951727558274,nan,nan,20,6049,10.05,nan,nan,False
297,nan,0.03180975911056207,nan,nan,20,6476,10.5,nan,nan,False
298,nan,0.030633520449077786,nan,nan,20,6235,10.3,nan,nan,False
299,nan,0.03294604488301767,nan,nan,20,6283,10.3,nan,nan,False
300,nan,0.03380641046085154,nan,0.029454914795169845,20,6271,10.25,nan,nan,False
301,nan,0.03183791606367583,nan,nan,20,6219,10.25,nan,nan,False
302,nan,0.03189792663476874,nan,nan,20,6270,10.3,nan,nan,False
303,nan,0.03062480763311788,nan,nan,20,6498,10.65,nan,nan,False
304,nan,0.030235871457970555,nan,nan,20,6317,10.3,nan,nan,False
305,nan,0.032217871128515485,nan,nan,20,5618,9.25,nan,nan,False
306,nan,0.03163281128857187,nan,nan,20,6449,10.5,nan,nan,False
307,nan,0.034363721951984935,nan,nan,20,6373,10.4,nan,nan,False
308,nan,0.03432568732715146,nan,nan,20,6147,9.95,nan,nan,False
309,nan,0.030598290598290598,nan,nan,20,5850,9.6,nan,nan,False
310,nan,0.03429240548678488,nan,0.029454914795169845,20,5978,9.85,nan,nan,False
311,nan,0.0319721430832542,nan,nan,20,6318,10.4,nan,nan,False
312,nan,0.03422302276076633,nan,nan,20,6107,10.05,nan,nan,False
313,nan,0.0304064075941857,nan,nan,20,6742,11.0,nan,nan,False
314,nan,0.032560957140693625,nan,nan,20,6603,10.7,nan,nan,False
315,nan,0.03368560105680317,nan,nan,20,6056,9.9,nan,nan,False
316,nan,0.03360151443445338,nan,nan,20,6339,10.35,nan,nan,False
317,nan,0.03422899195618689,nan,nan,20,5843,9.6,nan,nan,False
318,nan,0.035639044943820225,nan,nan,20,5696,9.2,nan,nan,False
319,nan,0.03455009764158029,nan,nan,20,6657,10.85,nan,nan,False
320,nan,0.033524904214559385,nan,0.029454914795169845,20,6264,10.3,nan,nan,False
321,nan,0.0314999183939938,nan,nan,20,6127,10.05,nan,nan,False
322,nan,0.0321226795803067,nan,nan,20,6195,10.2,nan,nan,False
323,nan,0.033914573668213085,nan,nan,20,6251,10.25,nan,nan,False
324,nan,0.03036113774368808,nan,nan,20,6258,10.15,nan,nan,False
325,nan,0.030890464933018124,nan,nan,20,6345,10.3,nan,nan,False
326,nan,0.03312693498452012,nan,nan,20,6460,10.45,nan,nan,False
327,nan,0.031516936671575846,nan,nan,20,6790,11.2,nan,nan,False
328,nan,0.03251656649714902,nan,nan,20,6489,10.55,nan,nan,False
329,nan,0.030607439962329303,nan,nan,20,6371,10.35,nan,nan,False
330,nan,0.03014763014763015,nan,0.029454914795169845,20,6435,10.55,nan,nan,False
331,nan,0.03149360773308388,nan,nan,20,6414,10.5,nan,nan,False
332,nan,0.03303892705266601,nan,nan,20,6114,10.0,nan,nan,False
333,nan,0.03022300469483568,nan,nan,20,6816,11.15,nan,nan,False
334,nan,0.02962618272064526,nan,nan,20,6447,10.6,nan,nan,False
335,nan,0.03297055057618438,nan,nan,20,6248,10.2,nan,nan,False
336,nan,0.031287970838396115,nan,nan,20,6584,10.85,nan,nan,False
337,nan,0.03259208962824648,nan,nan,20,5891,9.65,nan,nan,False
338,nan,0.030017848450429985,nan,nan,20,6163,10.15,nan,nan,False
339,nan,0.03212913143735588,nan,nan,20,6505,10.65,nan,nan,False
340,nan,0.03303498779495525,nan,0.029454914795169845,20,6145,10.2,nan,nan,False
341,nan,0.03262616522018644,nan,nan,20,6222,10.25,nan,nan,False
342,nan,0.03173337585712008,nan,nan,20,6271,10.3,nan,nan,False
343,nan,0.034321111669177964,nan,nan,20,5973,9.9,nan,nan,False
344,nan,0.031422989254314554,nan,nan,20,6142,10.1,nan,nan,False
345,nan,0.03343613049829573,nan,nan,20,6161,10.15,nan,nan,False
346,nan,0.030723488602576808,nan,nan,20,6054,9.9,nan,nan,False
347,nan,0.03370424125141106,nan,nan,20,6201,10.15,nan,nan,False
348,nan,0.02897897897897898,nan,nan,20,6660,10.8,nan,nan,False
